mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17,mfcc_18,mfcc_19,mfcc_20,mfcc_21,mfcc_22,mfcc_23,mfcc_24,mfcc_25,mfcc_26,mfcc_27,mfcc_28,mfcc_29,mfcc_30,mfcc_31,mfcc_32,mfcc_33,mfcc_34,mfcc_35,mfcc_36,mfcc_37,mfcc_38,mfcc_39,mfcc_40,chroma_1,chroma_2,chroma_3,chroma_4,chroma_5,chroma_6,chroma_7,chroma_8,chroma_9,chroma_10,chroma_11,chroma_12,spec_cent,spec_bw,rolloff,zcr,track_name,album_name,artist_name
-99.74718475341797,167.3389892578125,-47.4244270324707,46.032981872558594,-2.1028456687927246,30.754201889038086,-17.665346145629883,17.227508544921875,-10.908303260803223,13.268611907958984,-0.8029158711433411,4.004495620727539,3.402543783187866,-5.466551780700684,3.1164932250976562,-7.758875370025635,5.821047782897949,-5.853928089141846,1.85880446434021,-10.443711280822754,4.387568473815918,-0.976851224899292,3.5889177322387695,-2.7500550746917725,-4.096334934234619,0.09909499436616898,-3.552753210067749,2.8497519493103027,-6.278047561645508,2.2528488636016846,-4.717294216156006,1.8530522584915161,-4.174957275390625,0.4472652077674866,-0.021960420534014702,0.6364617943763733,2.7416436672210693,-1.698230504989624,1.7025305032730103,-0.6359326839447021,0.3965790867805481,0.43745315074920654,0.4995010793209076,0.5380575656890869,0.588873028755188,0.5601165294647217,0.5211232900619507,0.5300236344337463,0.564236581325531,0.705165445804596,0.6028534770011902,0.47249582409858704,2474.933892523342,2982.191196992443,5072.485994037829,0.061050273316563465,Ozone Baby - Remaster,Coda (Deluxe Edition),Led Zeppelin
-121.3037109375,163.0351104736328,-52.87851333618164,59.68113327026367,-13.681051254272461,22.85204315185547,0.12169087678194046,3.9925692081451416,6.59979248046875,-1.1529115438461304,10.735827445983887,-1.4072140455245972,3.176628589630127,-0.23738622665405273,0.14914020895957947,-5.346497535705566,-2.7652652263641357,0.42174026370048523,-0.06116791442036629,-2.19355845451355,-1.911493182182312,-1.6697975397109985,0.3016963303089142,-0.6001631617546082,-4.744915962219238,-4.347475051879883,-3.90568470954895,-3.086987257003784,-5.64141321182251,-3.0924582481384277,-4.877254486083984,-2.945067882537842,-0.3753568232059479,-0.319829523563385,-0.8472288846969604,-1.8487218618392944,0.6243872046470642,0.4796157777309418,-0.5914968252182007,0.28634294867515564,0.40548470616340637,0.4128568172454834,0.426248699426651,0.47599512338638306,0.5634995102882385,0.5724282264709473,0.5799229741096497,0.5114001631736755,0.49759384989738464,0.4764859676361084,0.42257407307624817,0.41107895970344543,2384.0626149647237,2641.168096635968,5203.976865597185,0.05438308007207817,What Is and What Should Never Be (Live) - Live 1972; Remaster,How the West Was Won (Remaster),Led Zeppelin
-129.8243408203125,154.2150421142578,-29.132951736450195,68.22583770751953,-15.163711547851562,31.955812454223633,-12.082683563232422,12.065482139587402,-0.6525575518608093,4.247522354125977,11.003473281860352,-4.130482196807861,0.7753013372421265,-3.8673839569091797,4.013053894042969,-5.720709323883057,2.5888102054595947,-0.7376359701156616,0.18983875215053558,-4.371285915374756,-1.1635229587554932,-3.950850248336792,-2.1240150928497314,2.158087968826294,0.3805287778377533,-1.9386171102523804,-4.366652488708496,-0.46277791261672974,-4.408321857452393,1.3724290132522583,0.8981570601463318,2.098421096801758,-6.07558012008667,-5.36055850982666,0.45036059617996216,3.4042258262634277,1.0169132947921753,-5.433855056762695,-1.6168193817138672,-2.071510076522827,0.5113428235054016,0.5747621059417725,0.7117526531219482,0.4681692123413086,0.3659428358078003,0.363919198513031,0.46764183044433594,0.5164593458175659,0.4844878911972046,0.5551322102546692,0.45392394065856934,0.5119566321372986,2429.233761788294,3032.0929743281413,5457.466999443692,0.05080997242647059,Tangerine - Remaster,Led Zeppelin III (Deluxe Edition),Led Zeppelin
-99.58341217041016,154.91812133789062,-65.00872802734375,47.515045166015625,-13.67363452911377,18.170747756958008,-13.284546852111816,8.5647554397583,-4.931615829467773,1.613653540611267,-0.22340275347232819,-4.652229309082031,-0.23559622466564178,-8.65842342376709,5.060021877288818,-0.4751722514629364,-0.5032244920730591,-7.818944454193115,0.3873078525066376,-3.863217830657959,-2.668808937072754,-7.749789714813232,-5.310564041137695,-3.829094409942627,-5.931191444396973,-3.286964178085327,-5.89491605758667,-1.5464708805084229,-4.325070858001709,-0.8225607872009277,-3.5124852657318115,-0.433095782995224,-3.2097673416137695,-0.8294712901115417,-1.8606942892074585,-1.9422391653060913,0.17918376624584198,-1.9925695657730103,0.8174633979797363,-1.904201865196228,0.5361707806587219,0.5084984302520752,0.41705217957496643,0.3698718249797821,0.3764413297176361,0.3593435287475586,0.34581348299980164,0.41511261463165283,0.4233214557170868,0.5857852101325989,0.5553320050239563,0.49959883093833923,2741.9133078977675,2730.8453152241377,5279.734740833011,0.07962064477312307,Custard Pie - Remaster,Physical Graffiti (Deluxe Edition),Led Zeppelin
-178.93324279785156,231.27037048339844,-59.98550033569336,29.17371368408203,10.96021842956543,-11.614445686340332,11.067281723022461,-7.642489910125732,-4.604702472686768,5.2286248207092285,-5.261571884155273,0.3128109276294708,1.7180262804031372,-6.824790954589844,0.3223777115345001,-3.896674394607544,-9.182415008544922,-4.974925994873047,-7.493983268737793,-5.4627275466918945,-0.8284391760826111,-4.607356071472168,-4.627581596374512,-4.407857894897461,-6.774562358856201,-3.9132304191589355,-3.1211462020874023,-3.6479287147521973,-0.8332525491714478,-5.179388046264648,-5.251471519470215,1.0452845096588135,-6.3793792724609375,-2.033400058746338,1.7367305755615234,-8.857267379760742,-1.8937681913375854,2.0308287143707275,-2.282850980758667,0.9105827212333679,0.3923594057559967,0.36773040890693665,0.3155289888381958,0.34291595220565796,0.4909321367740631,0.2802766263484955,0.31243112683296204,0.39217573404312134,0.501272976398468,0.6648596525192261,0.525617241859436,0.491269052028656,1445.3234418942195,1600.2025273585066,2878.56592703899,0.038781322561919504,Boogie with Stu - Remaster,Physical Graffiti (Deluxe Edition),Led Zeppelin
-173.22508239746094,162.36965942382812,-59.01254653930664,51.06004333496094,-7.0015177726745605,8.80665397644043,-0.6846765279769897,-3.752476215362549,0.3613286316394806,-13.534811973571777,0.35676446557044983,-10.40372085571289,-1.598888635635376,-2.660154104232788,-6.6769232749938965,-0.22683247923851013,-3.4698233604431152,-1.9716715812683105,2.573427677154541,-1.6048855781555176,-3.9254775047302246,-2.59123158454895,-5.803337574005127,-2.5786147117614746,-4.420507431030273,-2.6763856410980225,-0.5385424494743347,-6.549475193023682,-4.985682010650635,-4.745800495147705,-5.052088260650635,-6.0118632316589355,-9.069599151611328,-7.458143711090088,-4.492037296295166,-2.74851655960083,-3.4508070945739746,-2.9147756099700928,-3.7459464073181152,-1.8301544189453125,0.26918935775756836,0.30774223804473877,0.4969406723976135,0.3646204471588135,0.3160801827907562,0.2853667438030243,0.42666974663734436,0.4739631712436676,0.371907114982605,0.4476758539676666,0.2804279923439026,0.2944226861000061,2301.790067088779,2309.018613265199,4532.255927401799,0.06561695016205496,Going to California - Live 1972; Remaster,How the West Was Won (Remaster),Led Zeppelin
-145.49636840820312,155.85304260253906,-36.45214080810547,60.110355377197266,-11.311653137207031,28.80620574951172,-3.6132166385650635,6.792319297790527,5.260696887969971,-1.9265397787094116,0.44513222575187683,0.04504186660051346,3.835406541824341,-3.6715431213378906,2.6255502700805664,-5.579131126403809,-4.4566731452941895,-6.059194564819336,0.9043241739273071,-3.881035566329956,-3.6476094722747803,-0.9626336097717285,1.0113015174865723,-0.5126900672912598,-6.235498905181885,-3.7011234760284424,-4.457746505737305,-2.2490055561065674,-0.45082587003707886,1.1688724756240845,-3.644833564758301,-3.824425458908081,-4.338401794433594,-2.0320322513580322,-3.327247381210327,-1.2137706279754639,1.9509057998657227,-0.08035155385732651,-1.3715890645980835,-3.947704792022705,0.4269866347312927,0.4967299997806549,0.6407094597816467,0.5301549434661865,0.4833431541919708,0.4250674545764923,0.5772501826286316,0.6354182362556458,0.5839741826057434,0.6057194471359253,0.4532335698604584,0.42180588841438293,2453.017845436551,2883.7934625229095,5493.550114587365,0.05304408590121904,Thank You - Remaster,Led Zeppelin II (Deluxe Edition),Led Zeppelin
-91.87335205078125,163.19937133789062,-63.19841003417969,49.51017761230469,-11.826272010803223,32.52147674560547,-8.702960968017578,17.726402282714844,-4.391201496124268,2.939314126968384,3.7899105548858643,2.0909183025360107,-0.7220360636711121,-2.572394371032715,4.046187877655029,-7.38126277923584,3.4846675395965576,-3.2208569049835205,5.629093170166016,-6.013552188873291,4.29036283493042,-1.7690542936325073,-0.19821058213710785,1.0068985223770142,-0.8801701068878174,0.8418964743614197,-4.231821060180664,-0.4584561884403229,-7.375198841094971,0.05364102125167847,-3.3508248329162598,1.9566608667373657,-2.99997878074646,1.3000197410583496,-2.1777894496917725,-1.6212857961654663,3.0389766693115234,-3.320300340652466,1.1043325662612915,-1.8659241199493408,0.44137677550315857,0.48948290944099426,0.4960644543170929,0.5150402784347534,0.613307535648346,0.6389087438583374,0.59888756275177,0.589057445526123,0.6025229096412659,0.7340594530105591,0.6314440965652466,0.4950787425041199,2556.794078337487,2789.975790246834,5038.061202199836,0.06613263109520123,Wearing and Tearing - Remaster,Coda (Deluxe Edition),Led Zeppelin
-118.05265808105469,150.60479736328125,-68.90280151367188,48.430477142333984,7.057452201843262,33.869873046875,-13.196219444274902,13.64934253692627,-12.845804214477539,3.2051870822906494,-0.6612376570701599,1.7289173603057861,-2.2843387126922607,-9.680093765258789,1.2587223052978516,-7.845836162567139,-1.4062020778656006,-11.876583099365234,1.2152042388916016,-5.020904064178467,4.382957458496094,-3.542680025100708,-3.1405277252197266,-2.604158401489258,0.5436840057373047,2.5058727264404297,-2.0561349391937256,1.1205240488052368,-7.860194206237793,-1.3827552795410156,-4.515734672546387,-0.2025449573993683,-3.235139846801758,1.9793370962142944,-2.415184497833252,-0.3211948573589325,3.2557334899902344,0.3403353691101074,1.5989060401916504,-1.936872124671936,0.350397527217865,0.3491955101490021,0.31089019775390625,0.38002809882164,0.5465365648269653,0.5077545642852783,0.445188969373703,0.3990938067436218,0.48528948426246643,0.5294005870819092,0.4969902038574219,0.47629228234291077,2768.121109306722,2758.1018492107496,5203.2518699811335,0.07812972408330109,Royal Orleans - Remaster,Presence (Deluxe Edition),Led Zeppelin
-96.11822509765625,158.65992736816406,-71.87018585205078,56.76968765258789,-2.2580533027648926,18.902633666992188,-4.898484706878662,1.9907952547073364,-3.8755555152893066,-0.11074838787317276,4.687112808227539,-5.082869529724121,2.6271636486053467,-3.877362012863159,1.817623496055603,-5.124614715576172,-3.3574533462524414,-5.23394775390625,-4.681624412536621,-7.660138130187988,-6.163186073303223,-1.0792402029037476,-2.6844985485076904,-4.1979169845581055,-3.4668498039245605,-1.510588526725769,-1.5408910512924194,-2.706714153289795,-6.574499130249023,-5.334784984588623,-7.383401870727539,-0.9674612879753113,-0.2528703808784485,-2.7344253063201904,-1.8022668361663818,-1.3417258262634277,-0.10848569124937057,-0.9349024891853333,-0.41161850094795227,-0.8635106682777405,0.2739425599575043,0.3767341077327728,0.38643571734428406,0.44421613216400146,0.6428800225257874,0.5715428590774536,0.49745792150497437,0.3922859728336334,0.36589500308036804,0.3756730854511261,0.3294539451599121,0.333713561296463,2547.6188071700553,2473.300080121649,4900.295368584317,0.06966227717443886,The Rover - Remaster,Physical Graffiti (Deluxe Edition),Led Zeppelin
